60,0.9990448901623686,0.2319246718150418,0.002053884020350338
50,0.9990448901623686,0.1216400600354755,0.003908753402876259
47,0.9990448901623686,0.09756905608406792,0.004868376959451911
43,0.9990448901623686,0.07110982120325586,0.006667771587388604
40,0.9990448901623686,0.055250571445912174,0.008565310492505352
37,0.998567335243553,0.042010001957678546,0.011229257290156275
33,0.998567335243553,0.02820950902425924,0.016631404800916277
28,0.998567335243553,0.01610658350411683,0.02876915880135384
24,0.9976122254059216,0.009563419430119319,0.04747403586119128
20,0.9966571155682904,0.005222073304794122,0.0835669095859694
16.667,0.9947468958930277,0.002878563237352324,0.1417103204299612
14,0.9918815663801337,0.0016688182877294625,0.2211692045575551
12.5,0.9904489016236867,0.001160232566735619,0.28970526609861713
11,0.9837631327602674,0.000788775611249761,0.37339133587094436
10,0.9799426934097422,0.0005950612652992122,0.44034334763948496
9,0.9742120343839542,0.0004310087155483941,0.5192160855179435
8.333,0.9689589302769819,0.00034658668021069915,0.5718714768883879
7,0.9579751671442216,0.0002156184416057345,0.679769569637411
6.25,0.9479465138490927,0.00016017369947854561,0.7387420915519166
5,0.9221585482330468,9.948110110063518e-05,0.8158005914659906
4.545,0.9044890162368673,7.780517310852429e-05,0.847427293064877
3.846,0.8724928366762178,5.4075736148739765e-05,0.8851744186046511
2.941,0.8170964660936008,3.171530516740433e-05,0.9248648648648649
1.667,0.6552053486150907,1.0039377175293458e-05,0.9689265536723164
1.6,0.6504297994269341,9.354874186068905e-06,0.9707769066286529
1.5,0.6313276026743075,8.67037119684435e-06,0.9720588235294116
1.4,0.6165234001910219,7.757700544544944e-06,0.9743396226415094
1.3,0.5978987583572111,6.160526903020986e-06,0.9788897576231431
1.2,0.5730659025787965,5.019688587646729e-06,0.9819967266775778
1.1,0.5444126074498568,3.878850272272472e-06,0.9853068280034571
1.0,0.501432664756447,3.1943472830479185e-06,0.986842105263158
0.9,0.47516714422158546,1.5971736415239593e-06,0.9930139720558883
0.8,0.44126074498567336,1.369005978449108e-06,0.9935483870967742
0.7,0.4068767908309456,9.126706522994053e-07,0.9953271028037383
0.6,0.3748806112702961,6.84502989224554e-07,0.9961928934010152
0.5,0.32903533906399235,4.5633532614970265e-07,0.9971056439942113
0.4,0.2817574021012416,2.2816766307485133e-07,0.9983079526226736
0.3,0.2282712511938873,0.0,1.0
0.2,0.14947468958930277,0.0,1.0
